@relation TrainingData

@attribute text string
@attribute class {FAKE, REAL}

@data
"Angelina Jolie’s Father Speaks Out Against Illuminati", FAKE
"The Truth About the #Syrianboy Viral Photo. Its really a story of two boys. #OmranDaqneesh", FAKE
"Many Popular Tea Bags Contain Alarming Amounts of Deadly Pesticides (avoid these brands like the plague)", FAKE
"Culture War – The ‘Have Mores’ Mock DAPL Protectors for Halloween", FAKE
"Would A Trump Presidency Make SJWs EVEN MORE Aggressive–And Is Secession The Answer?", FAKE
"The religious right’s No. 1 enemy: What Pope Francis’ recognition of Palestine really means", REAL
"President-elect Donald Trump eyes Ovala Office with plans to erase Barack Obama’s achievements", FAKE
"Republicans barnstorm Iowa after debate, as underdogs show new life", REAL
"Russia reacts to UN aid chief's Aleppo 'kill zone' remarks", FAKE
"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)", FAKE
"DOJ will not prosecute former Ferguson police officer Darren Wilson", REAL
"BREAKING: We Caught Obama Spending 30 Million Dollars Against Trump To Rig This Election", FAKE
"Obama Chief Of Staff: Israel's 50-Year 'Occupation' Must End", REAL
"Here’s How Goldman Sachs Lays People Off | Financial Markets", FAKE
"Hillary Clinton Keeps It Safe With Tim Kaine as VP Pick", REAL
"Erdogan wants to revive the dream of Ottoman Empire by supporting Saudi Arabia", FAKE
"Hillary Clinton Sells 20% of US Uranium To Russia WTF ?", FAKE
"The Modern History of ‘Rigged’ US Elections", FAKE
"All we need to know about Trump’s demise we learned from his campaign launch speech", FAKE
"Man uses Trump victory as excuse to call ex-girlfriend", FAKE
"Slow start for program to reduce vets' waits at Veterans Affairs facilities, offer private medical care", REAL
"This letter from Manchester City Council is a strong contender for facepalm of the year", FAKE
"Bernie Sanders, Hillary Clinton battle for California", REAL
"TRANSPARENCY! Report: Loretta Lynch won’t tell Congress who approved $1.7 billion cash transfer to Iran", FAKE
"Reddit administrators accused of censorship", REAL
"The GOP’s pathetic SCOTUS games: Why its Merrick Garland obstruction just got even more embarrassing", REAL
"WHO Cancer Agency Under Fire for withholding ‘carcinogenic glyphosate’ Documents", FAKE
"Will any of Obama's ISIS proposals succeed?", REAL
"Republican debate: Six things to watch", REAL
"Venezuela Throws In The Towel On Hyperinflation: Will Print 200x Higher-Denominated Bills", FAKE
"Daily Mail forced to lie down in darkened room after confirmation Prince Harry’s girlfriend is mixed-race", FAKE
"U.S. Resets Obamacare Deadline For Some Businesses To 2016", REAL
"Homeless Woman Protects Trump’s Walk of Fame Star From Violent Leftists", FAKE
"Biden probably won’t beat Clinton. He should run anyway.", REAL
"Pope Francis is not endorsing Kim Davis's views, Vatican says", REAL
"Defense Board: White House Blocked Navy From S. China Sea Warship Passages", FAKE
"Hillary Clinton introduces Michelle Obama at campaign rally (wait, WHAT?) [video]", FAKE
"OnPolitics | 's politics blog", REAL
"Do Trump's Groping, Clinton's Lying, &amp, Johnson's Honesty Disqualify Them from the Presidency?", REAL
"How Common Core quietly won the war", REAL
"NATO builds up offensive capability on borders of Russia & Belarus, Moscow to respond", FAKE
"Anxiety grows among GOP congressional staffers", FAKE
"Ryan meets Trump, says ‘very encouraged’ but unity will take time", REAL
"California governor signs bill to automatically register people to vote", REAL
"Mexico’s top diplomat calls Trump’s policies ‘ignorant and racist’", REAL
"Can Libertarian Rand Paul Win A Republican Primary?", REAL
"The problem with Cruz and Kasich aligning to stop Donald Trump", REAL
"The Deceptive Nature of Hillary Clinton is Right in Line with Communism", FAKE
"Normalizing Trump, demonizing Hillary: The media’s shameful strategy for the 2016 election", REAL
"McConnell: Trump's Muslim ban wouldn't pass the Senate", REAL
"No profit left behind", REAL
"House Republicans say IRS should blame itself for rough tax season", REAL
"China Airport Security Robot Gives Electroshocks", FAKE
"“Fu**ing Insane”: Clinton Aide Freaks Out About Hillary Emails in Message Just Released by WikiLeaks", FAKE
"The Great Wall Street/Washington Con Job: Part 4 Of The Recovery Which Didn’t Happen", FAKE
"Where Donald Trump and Hillary Clinton stand on economic issues", REAL
"Boehner, McConnell split over NSA bill", REAL
"OBSTRUCTION OF JUSTICE: The Clintons’ Long History Of Losing Documents", FAKE
"Bernie Sanders Has Strength Among White Men Pinched By The Economy", REAL
"Bill Maher on Charlie Hebdo attacks: “There are no great religions, they’re all stupid and dangerous”", REAL
"Why I'm running for president", REAL
"Poll: Voters trust Trump on economy, Clinton on nukes", REAL
"Latest And Perhaps Last Debate Highlights Animosity Of Sanders, Clinton", REAL
"Biden heads to Iowa, fueling 2016 speculation", REAL
"WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets", FAKE
"Colin Powell (Pronounced “Colon Pao”) Endorses Hillary Clinton", FAKE
"The Supreme Court cannot hide on Obamacare", REAL
"All Brexit arguments settled by 0.5 per cent third-quarter growth", FAKE
"FBI “Insurrection” to Scuttle Director, Rig Election", FAKE
"Obama veers left", REAL
"Comment on Invention Secrecy At All-Time High: Thousands Of Patent Applications Placed Under Secrecy Orders by Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real – Collective Evolution", FAKE
"Michael Moore Owes Me $4.99", FAKE
"Hacker Guccifer 2.0 Issues Dire Warning to Americans : Democrats May Try and HACK the Election – TruthFeed", FAKE
"What to Expect From the New Congress", FAKE
"WATCH: Louis CK’s EPIC Answer on Trump vs. Hillary", FAKE
"This policing innovation helped fight crime. But it also led to more corruption.", REAL
"part 38 “Impossible” statues, “Impossible” ancient jewellery, Moscow nuked, “Impossible” steel [VIDEO]", FAKE
"Michael Brown's Family To File Wrongful Death Lawsuit", REAL
"United We Grand - The Onion - America's Finest News Source", FAKE
"Donald Trump's lost month in Iowa", REAL
"SHOCK: NSA Can Recover ALL of Hillary’s Deleted Emails", FAKE
"Deterioration of Interracial Relations During Barack Obama’s Presidency", FAKE
"Flashback: Clinton cheered 11th-hour indictment that doomed Bush re-election", FAKE
"Harry Reid Calls Trade Push By Obama And GOP 'Insanity'", REAL
"After 3 Years of Suffering 19 Year Old Girl Dies from Gardasil Vaccine Injuries", FAKE
"Civil War Historian: Election 2016 could lead bloody repeat", FAKE
"Jordan Strikes At ISIS, Obama Said To Be Preparing To Request War Powers", REAL
"Critics on Islam: Time to Face Facts, Mr. President", REAL
"Hesston, Kansas, mass shooting: what we know", REAL
"Help Blow Up the Globalists Plot to Steal the Presidency- Make This Go Viral", FAKE
"The Israeli Trumpess", FAKE
"October Surprise: ABC Uncovers “Millions” of Payments From Russia To Trump", FAKE
"States look at hiking gas tax as fuel prices plunge", REAL
"WHO Cancer Agency Under Fire for withholding ‘carcinogenic glyphosate’ Documents", FAKE
"Political polarization on Facebook | Institution", REAL
"GOP hits another roadblock on Obamacare repeal", REAL
"Under speaker pressure, signs pointing to a reluctant Paul Ryan", REAL
"The Last Confirmation Bias Test of This Election", FAKE
"Poll: Hillary Clinton, Bernie Sanders both top Trump", REAL
"Nestle seeks more groundwater to expand Michigan plant", FAKE
"AMAZING VIDEO : Hispanics for Trump in Miami Storm the Polls, HORNS BLASTING, Shouting “USA! TRUMP!” – TruthFeed", FAKE
"TOP BRITISH GENERAL WARNS OF NUCLEAR WAR WITH RUSSIA, “THE END OF LIFE AS WE KNOW IT”", FAKE
"Syrian War Report – October 27, 2016: Russian Strikes Destroyed Over 300 Terrorists’ Oil Facilities", FAKE
"Barack Obama says memory of Hiroshima 'must never fade'", REAL
"Training French soldiers to supervise Daesh", FAKE
"Netanyahu’s contempt for President Obama", REAL
"Media Roll Out Welcome Mat for ‘Humanitarian’ War in Syria", FAKE
"Breaking Down the Crooked Clintons with Special Guest: ChangeDaChannel", FAKE
"Anti-Semitism growing in Europe", REAL
"John Podesta’s New Global Order", FAKE
"APOCALYPSE NOW: Trump Voters Warn Of ‘Revolution’ If Clinton Wins", FAKE
"Back Story Of FBI’s Hillary Cover-Up", FAKE
"Why Negotiators At Paris Climate Talks Are Tossing The Kyoto Model", REAL
"White House warns Congress: Fight Zika or live to regret it", REAL
"Paul Ryan’s big speaker hangup is reportedly his family. For a male lawmaker, that’s unusual.", REAL
"Kate Steinle's death and sanctuary cities: What good are our laws without enforcement?", REAL
"It’s on: Tensions between Trump and the GOP escalate in public fight", REAL
"How Predictive Are Iowa And New Hampshire?", REAL
"Trump Promises ‘New Deal for Black America’", FAKE
"Florida’s “deceptive” solar initiative, backed by utilities companies, loses support", FAKE
"Clinton is banking on the Obama coalition to win", REAL
"It’s Not Broken, So Let’s Break It–“California Set To Let Public Schools Teach Primarily In Spanish”", FAKE
"News: Election Night Disaster: John King Tapped His Electoral College Map Too Hard And Fell Headfirst Into A Digital Hellscape", FAKE
"Bad idea: Shell’s gearing up to start drilling in the Arctic again", REAL
"How Hillary Clinton could win", REAL
"Marco Rubio Short-Circuits During G.O.P. Debate", REAL
"Inside Bernie Sanders’ unorthodox debate prep", REAL
"The Walter Scott outrage nobody is talking about", REAL
"Clinton allies urge campaign to torch Trump", REAL
"John Kerry: ISIS responsible for genocide", REAL
"Coconut: The Earth’s Most Widespread Medicinal Fruit Plant", FAKE
"Halloween Pumpkin Carving Scenes at the Hospital | GomerBlog", FAKE
"Liberal MSNBC’s Chris Matthews Makes Unbelievable Speech, MUST WATCH!", FAKE
"The Real Reason Why The Clinton Email Scandal Is Back Has Nothing To Do With Helping Trump", FAKE
"Why Mitch McConnell bid to extend Patriot Act failed", REAL
"*Breaking: Huma Abedin Thrown Off Hillary’s Campaign Plane!", FAKE
"CNN basically ignored Ben Carson at Thursday’s debate. And that’s just fine.", REAL
"Attorney general nominee offers careful backing of Obama policies", REAL
"Libertarians hope rallies and ads can nudge them into the presidential debates", REAL
"Would Trump presidency threaten rule of law?", REAL
"Can the Oligarchy Still Steal the Presidential Election?", FAKE
"Renowned Harvard Psychologist Says ADHD is Largely a Fraud", FAKE
"6 Questions Ahead Of The Trump-Fox Split-Screen 'Squirmish'", REAL
"Trump's challenges come to the fore, reshaping GOP race", REAL
"Why mass shootings don't convince gun owners to support gun control", REAL
"Why The U.S. Presidential Election Has The Entire World Confused", FAKE
"Warring Senate and House Republicans see peacemaker in Ryan", REAL
"‘Solar Winds’ Spur Geomagnetic Storm That May Affect Power", FAKE
"Watch Lab MP claim that “The Government is hurtling towards a chaotic breakfast”", FAKE
"The last days of Washington, D.C.: America can no longer mask its steep decline", REAL
"Trump vows to win: 'I'm not going anywhere'", REAL
"Kurds decide to get on US nerves", FAKE
"Legend Art Cashin On A Trump Presidency, The New World Order, Gold, Brexit, The Great Depression And Why We Will See Panic", FAKE
"Breaking: A Counter Coup To The Clinton Attack is Happening Now… FBI Quietly Releases Documents Via Julian Assange and Wikileaks. | EndingFed News Network", FAKE
"Obama speech: Reassurances about ISIS fall flat in Oval Office address", REAL
"Obama: Battle against ISIS Could Take Decades", REAL
"Trump suggests he might have prevented 9/11 attacks, extending feud with Bush", REAL
"Supreme Court Throws Out Ruling On Obamacare Contraception Mandate", REAL
"Melania Trump Plagiarized Michelle Obama, a Woman Republicans Said Hated America", REAL
"Latest Posts WikiLeaks Documents Coming From US Intelligence Not Russia, MSM & Democrat Party Dying", FAKE
"Top 5 unusual tragic deaths on sets", FAKE
"Clinton Is the Most Dangerous Person Alive – An Interview with Edward S. Herman", FAKE
"Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats", FAKE
"Voters in Arkansas, North Dakota Legalize Medical Marijuana Despite Federal Prohibition", FAKE
"Buffett: If I Ran Fed, I Would Not Raise Rates Significantly", REAL
"Disgraced Hedge Fund Manager Focuses on Aiding Veterans", FAKE
"Who won the debate?", REAL
"Will #DraftOurDaughters Bring Hillary Down?", FAKE
"Travel: Conor McGregor’s Guide To New York", FAKE
"Life Among the Berned", REAL
"Why the DNC's mysteriously hacked oppo file on Trump is a big yawn", REAL
"The GOP farce plods along: Why last night’s interminable debate was an affront to the party’s patron saint", REAL
"What's in that Iran bill that Obama doesn't like?", REAL
"Trump Has Gotten The Republican Party Sued For Trying To Intimidate Voters", FAKE
"Report Exposes Inner Workings of Facebook and How Clinton Loyalists Control Your Newsfeed", FAKE
"After nearly five years, Boehner could never land the ‘big deal’ he wanted", REAL
"Breaking: We Have Proof That Hillary Clinton Rigged Half the Voting Machines In America!", FAKE
"The Trump effect: Jack in the box and Obama's change", FAKE
"White House, Dems seek to water down Iran bill", REAL
"Give Social Security recipients a CEO-style raise", REAL
"Trump Presidency Creates Mountains Of Salt From Butthurt Liberals", FAKE
"British banker took 60g of cocaine while torturing & killing prostitute, court told", FAKE
"Just In Case: Preparing for the Evening and Day After Election 2016", FAKE
"Obama budget would fund public works program with tax on overseas profits", REAL
"The Arrivals Bosanski Prijevod 36-theStoryOfJesus", FAKE
"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies", REAL
"Jeb Bush fights lonely battle defending Common Core", REAL
"On Being Aloof and Democratic", FAKE
"Donald Trump's big night: Don't underestimate him", REAL
"Sanders gets the fight he wanted", REAL
"FACT CHECK: Hillary Clinton's Speech To The Democratic Convention, Annotated", REAL
"5 Things You Need to Know About the Dakota Access Pipeline Protests", FAKE
"Boy wearing a ‘My dad is an ATM’ T-shirt chased by mob, father frisked, robbed", FAKE
"Proof God is on Duterte’s Side!", FAKE
"Megyn Kelly Rips Into Donald Trump for His Attacks on a Federal Judge", REAL
"2016 Tribute to our Troops: veterans who continue to serve", FAKE
"Charleston church massacre suspect caught, but answers elude victims' loved ones", REAL
"Belgian police mount raids, prosecutors acknowledge missed opportunities", REAL
"Bad News For Jackson Family As Woman Leaks Star’s Sick $900k Sex Secret", FAKE
"Debating the Future of American Power Abroad", REAL
"Russia reveals chilling first images of super-nuke ‘Satan 2’ which has ‘power to devastate area size of Texas’", FAKE
"TRIGGERED: JOURNALIST SNOWFLAKES SCARED TRUMP SUPPORTERS ARE ‘TURNING ON THE MEDIA’", FAKE
"Gowdy and Cummings duke it out over Benghazi", REAL
"A bad night for front-runners and a good night for governors", REAL
"Jesse Matthew charged in Hannah Graham slaying", REAL
"Scientists find 19 pieces of NON-HUMAN DNA in the Human Genome", FAKE
"Arrest Made In Connection To Ferguson Police Shooting", REAL
"Trump Concedes, Calls Clinton to Congratulate Her", FAKE
"Carly Fiorina announces presidential bid", REAL
"Deputy Shot and Killed by Fellow Deputy While Having a Conversation on Weapon Safety", FAKE
"How hackers eroded Americans' trust in democratic process", REAL
"How a shortage of lethal injection drugs put the death penalty before the Supreme Court", REAL
"‘Hands up, don’t shoot’ was built on a lie", REAL
"Here Is Why the Trump Administration Will Be a Force for Peace - James P. Pinkerton", FAKE
"You Will Soon Be Obsolete: “Plan Your Future Before THEY Plan It For You”", FAKE
"“He’s filling the government with Muslims”: Hanging out with Ted Cruz, Mike Huckabee and Rand Paul inside New Hampshire’s wacky GOP 2016 cattle call", REAL
"These Products Make Men Grow Breasts, Get Cancers Of The Prostate And Liver", FAKE
"Why Netanyahu victory isn't likely to make US-Israel relations worse (+video)", REAL
"Trump’s Twitter Access Revoked - The Onion - America's Finest News Source", FAKE
"VA fails to properly examine thousands of veterans", FAKE
"Baltimore calls in federal agents to help homicide cops deal with spike in violence", REAL
"US faces calls to ‘walk away’ from Iran talks", REAL
"War on Drugs Heading in Wrong Direction?", FAKE
"What Is Behind The Push For War With Russia?", FAKE
"For Trump, a new ‘rigged’ system: The election itself", REAL
"After Brussels, Trump's 'strength' resonates with GOP voters (+video)", REAL
"“Bernie needs to be ground to a pulp.” Leaked Email to John Podesta in February", FAKE
"Mitch McConnell Pledges To Avoid Debt Ceiling Disaster", REAL
"More Beer, Less Vodka as Russians Mull Ongoing Crisis - Rustem Falyakhov", FAKE
"Ancient mosque inscription confirms Jerusalem Temple", FAKE
"GOP contenders nearly silent on Colorado Springs shooting", REAL
"University of Missouri, please immediately fire employees who taunted media", REAL
"Moby Just Destroyed Trump In A Passionate Defense Of Hillary", FAKE
"Fukushima – The Untouchable Eco-Apocalypse No One is Talking About", FAKE
"Hillary Clinton Hits Unfavorability High of 60%, Higher Than Trump", FAKE
"The phantom earpiece phenomenon: Why presidential candidates are consistently accused of cheating during debates", REAL
"Obama Admits to Rigged Elections back in 2008", FAKE
"Jeffrey Sewell et al. : Metabiology face to face with Artificial Intelligence [VIDEO]", FAKE
"Freddy Krueger Escapes Shooting – Injures Five At Halloween Party", FAKE
"Fiorina wins when she stumps Trump", REAL
"Is google and YouTube in the Hillary's purse?", FAKE
"U.S. militia girds for trouble as presidential election nears", FAKE
"10 tips to improve your life #117", FAKE
"Polls Tighten: Trump Gains 2.7 Percent In Poll Average In Two Weeks", FAKE
"The World is Waking Up and it’s Magic to Watch", FAKE
"Secretive GOP Group Targets Trump for Destruction", REAL
"Trump's abortion answer confirms GOP fears", REAL
"Gary Johnson picks up his first congressional backer", REAL
"Carly Fiorina says ‘higher than 90 percent’ chance she’ll run for GOP presidential nomination", REAL
"The GOP still has nothing to show for its anti-Planned Parenthood campaign", REAL
"General is most senior Army officer to kill self", FAKE
"NATO, Russia To Hold Parallel Exercises In Balkans", FAKE
"NATO calls for more troops for face-off against Putin", FAKE
"An Identity-Politicized Election and World Series Lakefront Liberals Can Love", FAKE
"GOP's nightmare: An Independent Donald Trump", REAL
"Elizabeth Warren: Why the media won’t take no for an answer", REAL
"Financial Times Fumbles Trump’s Central Banking Criticism", FAKE
"Tony Blair helpfully describes Remain voters as ‘insurgents’", FAKE
"JUST IN: Republicans Sued Over Trump’s Call To Intimidate Minority Voters", FAKE
"Israel preparing for one-sided UN Security Council resolutions", FAKE
"5 Key Revelations for Free Thinkers to Consider After Election 2016", FAKE
"You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary", FAKE
"Ernst to Trump: Stop with the name-calling", REAL
"New Leaked Clinton Emails Came from the Devices of Anthony Weiner", FAKE
"Fights Over 'Religious Freedom' And Gay Rights Are Costing Republicans", REAL
"Is Who Hacked Podesta’s Emails the Issue or the Fact they are True?", FAKE
"FREE Summit from Health Experts Teaches About Healthy Fats to Reverse Disease and Lose Weight", FAKE
"CPAC Conservatives Skeptical Of Another Bush", REAL
"iMAHDi – the arrivals 28 Why Satanism is Practiced by Our Leaders القادمون", FAKE
"Hillary Clinton To Announce Presidential Bid On Sunday", REAL
"Judge Blocks President Obama's Immigration Order", REAL
"“If Trump Loses, I’m Grabbing My Musket”: Former Congressman Ready to Go Full Revolution", FAKE
"Biden makes another surprise political stop", REAL
"DNC Chair won't run for Senate in 2016", REAL
"Jeb Bush says he is making campaign 'adjustment'", REAL
"Activists bristle at Clinton fundraising", REAL
"7 Halloween Treats That Trick Children Into Cleaning", FAKE
"President Elect Trump – A New Era of Unpredictability Awaits", FAKE
"Obama Has Hit The DGAF Portion Of His Presidency, And This Video Is Proof", REAL
"2:00PM Water Cooler 11/4/2016", FAKE
"Att’y General Loretta Lynch Pleads The 5th When Asked Questions About Obama’s Iran Ransom Payment", FAKE
"See Which 2016 Candidates Best Align With Your Views", REAL
"Candidates struggle with Iraq political quagmire", REAL
"The Clinton Shakedown Scam Summed Up With One Meme", FAKE
"To Protect and Swerve: Police Chief Caught Speeding, Gets a Laugh but No Ticket (Video)", FAKE
"Is the US a banana republic? - Putin [Valdai, Part 1 of 1]", FAKE
"Obama to Make Landmark Presidential Trip to Father's Homeland, Kenya", REAL
"Understanding the U.S. talking points on Iran", REAL
"Clinton campaign tries to use report to exonerate candidate in email scandal", REAL
"Obama pushes controversial trade deal in Germany", REAL
"Clinton takes four states, giving a big boost to her delegate total", REAL
"Trump University 'playbooks' offer glimpse of ruthless business practices", REAL
"Bush and Romney: Ready to rumble?", REAL
"Mormon Church Backs LGBT Protection", REAL
"Donald Trump is doing worse with Latinos than the previous 6 Republican presidential candidates", REAL
"What Keeps the F-35 Alive", FAKE
"Trump's Victory Proves US Political Class Out of Touch With Electorate: Ron Paul", FAKE
"Obama hits 50% approval rating in poll", REAL
"AIDS “Patient Zero” Not the Source of the Outbreak", FAKE
"Intel chief ‘absolutely’ forgot about NSA data sweep program, attorney says", REAL
"Merrick Garland’s instinct for the middle could put him in the court’s most influential spot", REAL
"2016's first GOP debate: Six things to look for in Charleston", REAL
"The Tomb of Jesus Revealed", FAKE
"Russian Defence Minister in India | Russia & India Report", FAKE
"Trump: 'President Barack Obama was born in the United States'", REAL
"Insider Leaks Bill’s 2-Word Nickname For Hillary, Exposes Dirty Bad Habits", FAKE
"Condell: America’s Moment Of Truth", FAKE
"The David Duke Show: The State of the Campaign, the Synagogue of Satan", FAKE
"Political polarization is getting worse. Everywhere.", REAL
"The Daily 202: Bill Clinton’s argument with Black Lives Matter protesters is 2016’s Sister Souljah Moment", REAL
"American And Saudi Weapons Recoverd From ISIS Positions In Mosul", FAKE
"Why Is This Not Watergate? Smoking Gun Emails Discuss “Cleaning Up” Obama/Hillary Emails", FAKE
"Overdue change in overtime pay: Our view", REAL
"The most predictable disaster in the history of the human race", REAL
"Clinton Snaps as Bernie and Trump Supporters Join Forces to Disrupt Rally", FAKE
"Trump: Immigrants bring 'drugs ... crime' to U.S. from Mexico", REAL
"Chaos on House floor as Dems, Republicans clash over LGBT proposal", REAL
"Tens of Thousands of Police Expected for Funeral of Slain Officer", REAL
"New bionic eye implant connects directly to brain", FAKE
"Stating the obvious? FBI awkwardly acknowledges San Bernardino massacre likely terrorism", REAL
"The Only Way to Save the World is to Save Yourself", FAKE
"#InNorthDakota ~~ PALESTINIANS STAND WITH THE SIOUX", FAKE
"7 Times Obama Failed to Support Israel", REAL
"The Source of our Rage       :", FAKE
"Obama: Hillary Clinton’s Personal Email a Mistake but Didn’t Endanger U.S.", REAL
"Unions fight to preserve Obama’s immigration actions, their members", REAL
"Globalization Expressway to Universal Slavery", FAKE
"BREAKING: Massive Voter Fraud in Broward County Florida Linked To Ex-DNC Chairwoman Debbie Wasserman Schultz – MagaFeed", FAKE
"This dad’s tweets about Halloween with his young daughters are brilliant", FAKE
"CLINTON CAMPAIGN COOPERATED WITH POLITICO ON ‘DEMYSTIFYING’ HUMA ABEDIN", FAKE
"Paul Ryan 1, Donald Trump 0", REAL
"Comment on Jury Finds Woman NOT Guilty of ‘Manufacturing Drugs’ Because the Pot She Grew Was Medicine by James Michael", FAKE
"How the battle against the Islamic State is redrawing the map of the Middle East", REAL
"Franklin Graham: The media didn’t understand the ‘God-factor’ in Trump’s win", FAKE
"The David Duke Show: Hillary’s Treason and Why Trump & Duke Will Win", FAKE
"Success against ISIS requires a team of teams", REAL
"LDS Church’s new ‘Mormon and Gay’ website wins cheers and some jeers for ignoring controversial policy", FAKE
"Assad Says The Boy In The Ambulance Is Fake - This Proves It", FAKE
"The worst election ever", REAL
"BRICS Do Not Lack Mortar: What Detractors Should Know - Rakesh Krishnan Simha", FAKE
"Geo-Engineering Unlikely to Work, Conservation Group Says", FAKE
"Vote Vote Vote", FAKE
"Kenyan refugee kills co-worker, self", FAKE
"U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them", FAKE
"Repudiating the Media", FAKE
"Let’s Be Clear – A Vote For Warmonger Hillary Clinton Is A Vote For World War 3", FAKE
"Boehner: Democrats must 'get off their ass' on DHS bill", REAL
"Hillary Clinton Promises Steady Leadership, More Jobs in Historic Speech", REAL
"Cruz likely to block Trump on a second ballot at the GOP convention", REAL
"Phyllis Schlafly: Campus sex assault is on the rise because too many women go to college", REAL
"Donald Trump says he has no questions about Marco Rubio's eligibility to be president", REAL
"Police arrest suspects across Europe in rush to minimize terror threat (+video)", REAL
"BREAKING: VP Candidate Mike Pence’s Plane Skids Off Runway, Tears Up Tarmac at NYC Airport…", FAKE
"GOP reaches ‘new level of panic’ over Trump’s candidacy", REAL
"Sources: US officials warned DNC of hack months before the party acted", REAL
"Putin’s Adviser Takes Credit For Trump Victory: ‘Maybe We Helped A Bit With Wikileaks’", FAKE
"A Gesture of Thanks: Turkey arrests terrorists for extradition to Russia", FAKE
"Indiana Gov. Pence backs Cruz for president ahead of state primary", REAL
"Elizabeth Warren Backs Hillary Clinton", REAL
"Women Should Vote With Their Husbands", FAKE
"AP fakes the news", FAKE
"Round I in Iowa: Scott Walker Emerges", REAL
"Is America On The Brink Of Civil War?", FAKE
"George W. Bush reportedly rips Ted Cruz to Jeb Bush donors", REAL
"Point-counterpoint: Is political polarization really such a bad thing? | Commentary", REAL
"Kp Message 10-30-16… “A Few Things”", FAKE
"Entering U.S. as refugees would be hard for terrorists", REAL
"Julian Assange: Why We Published What We Have on the US Elections", FAKE
"Trump says he’s willing to spend $1 billion on campaign", REAL
"Trump takes on Cruz, but lightly", REAL
"Aid Agencies in Iraq Brace for Exodus as Civilians Flee Mosul", FAKE
"HIV ‘Cure’ Almost Complete after Scientists Remove Virus’s DNA from Living Tissue", FAKE
"Quit Smoking! Smoking Cigarettes Causes 150 Genetic Mutations and Cancer", FAKE
"Michael Hudson on Meet the Renegades", FAKE
"Poroshenko sworn in as Ukraine's president", REAL
"Veto, filibuster threats ahead of vote next week to fund Homeland Security, roll back executive actions", REAL
"Pentagon Seeks Another $6 Billion for Overseas Troop Deployments", FAKE
"Is Cruz too conservative to win? NY Times says he's sooo right-wing", REAL
"Rubio: My pro-family, pro-growth tax reform plan for the 21st century", REAL
"U.S. economy adds 215,000 jobs in March, jobless rate ticks up to 5 percent", REAL
"November 4: Daily Contrarian Reads", FAKE
"BREAKING: WikiLeaks Just Released Full ISIS Donor List With Names", FAKE
"South Korean naval vessel fires warning shots near North Korean patrol amid high tension", REAL
"Bully Backs Blowhard for President: Now Christie Likes Trump", REAL
"Christie launches PAC in significant step toward White House run", REAL
"Iran Gives Investors Glimpse of $30 Billion in Oil Deals to Come", REAL
"Economic Racial Disparity in North Carolina", FAKE
"The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trump’s 40%", FAKE
"Names of Oregon victims released, range in age from 18 to 67", REAL
"Putin’s Pro-Trump Online Trolls Just Spilled The Beans To Samantha Bee", FAKE
"Media blackout as hundreds of black teens attack Temple U. students, police, a horse", FAKE
"Donald Trump’s white fascist brigade: His rallies are now a safe space for racism", REAL
"If Donald Trump wants to beat Hillary Clinton, he needs to win these 5 states", REAL
"US election campaign reveals mass alienation from two-party system", FAKE
"Brexit and the Law", FAKE
"Trolls 101 —- How To Identify Trolls And Forum Spies", FAKE
"Report: Obama Administration Makes 'No Progress' On Drone Program Transparency", REAL
"Russia plays down idea of coalition with West to strike ISIS in Syria", REAL
"Shouts of ‘Not my president!’ in California, following Trump victory", FAKE
"Human remains suggest explosion brought down EgyptAir plane, forensics official says", REAL
"White House Defends FBI Director Comey’s Integrity", REAL
"HERE THEY GO AGAIN! Muslims trying to claim that the Hebrew-language Dead Sea Scrolls are Arab Muslim in origin", FAKE
"Initial prognosis poor for Obama’s immigration program at Supreme Court", REAL
"Video: Journalist Covering Pipeline Protests Shot While Conducting Interview", FAKE
"Dentist Waiting Room Contains Disproportionate Number Of Boating Magazines", FAKE
"Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells", FAKE
"The NRA-ification of the Republican Party", REAL
"Game changer? Trump supporter charged in voter fraud case", FAKE
"6 neo-Nazis arrested in Motorola assassination case, SBU plot exposed - Fort Russ", FAKE
"San Bernardino divers reportedly pull object from water in evidence search", REAL
"Obama Slams Staples, Big Companies On Health Care: 'Shame On Them'", REAL
"3 Effects of Substance Abuse on Individual, Family and Community", FAKE
"NASA to test in flight folding wing", FAKE
"RNC Chair urges against changing convention rules before Cleveland", REAL
"Paul Manafort resigns as Trump campaign chairman after Breitbart shake-up", REAL
"Hillary Won More Votes, Lost The Election", FAKE
"Profit sharing was supposed to be a silver bullet for middle-class success. What happened?", REAL
"20 Foods That Naturally Unclog Arteries and Prevent Heart Attacks", FAKE
